src_asn,src_org,src_geo,src_port,last_seen,first_seen,l4_proto,src_ip,dst_ip,dst_asn,dst_org,dst_geo,dst_port,d2s_bytes,s2d_bytes
-1,N/A,N/A,54751,1709720701793,2024-03-06 10:15:09.799+00,UDP,192.168.100.100,216.58.200.174,15169,GOOGLE,N/A,443,37676,32194
-1,N/A,N/A,51724,1709720687300,2024-03-06 10:24:47.292+00,UDP,192.168.100.100,8.8.8.8,15169,GOOGLE,N/A,53,107,91
-1,N/A,N/A,55316,1709720666577,2024-03-06 10:24:26.57+00,TCP,192.168.100.100,151.101.194.137,54113,FASTLY,N/A,443,66,60
-1,N/A,N/A,55372,1709720668945,2024-03-06 10:24:28.842+00,TCP,192.168.100.100,74.125.200.84,15169,GOOGLE,N/A,443,66,60
-1,N/A,N/A,50195,1709720691505,2024-03-06 10:24:51.49+00,UDP,192.168.100.100,8.8.8.8,15169,GOOGLE,N/A,53,112,70
-1,N/A,N/A,63284,1709720694431,2024-03-06 10:24:53.959+00,UDP,192.168.100.100,172.64.151.101,13335,CLOUDFLARENET,N/A,443,3687,3707
-1,N/A,N/A,58247,1709720693233,2024-03-06 10:15:07.698+00,TCP,192.168.100.100,35.174.127.31,14618,AMAZON-AES,Ashburn,443,16165,15987
-1,N/A,N/A,51738,1709720685947,2024-03-06 10:24:45.936+00,UDP,192.168.100.100,8.8.8.8,15169,GOOGLE,N/A,53,122,82
-1,N/A,N/A,58333,1709720691506,2024-03-06 10:24:51.336+00,TCP,192.168.100.100,142.250.192.202,15169,GOOGLE,N/A,443,6306,979
-1,N/A,N/A,49850,1709720694355,2024-03-06 10:24:53.087+00,UDP,192.168.100.100,172.217.167.226,15169,GOOGLE,N/A,443,5696,4099
-1,N/A,N/A,58394,1709720694048,2024-03-06 10:24:54.039+00,UDP,192.168.100.100,8.8.8.8,15169,GOOGLE,N/A,53,212,74
-1,N/A,N/A,58303,1709720693372,2024-03-06 10:24:23.044+00,TCP,192.168.100.100,66.117.22.233,16509,AMAZON-02,N/A,443,16677,13105
-1,N/A,N/A,50008,1709720681371,2024-03-06 10:24:26.029+00,UDP,192.168.100.100,108.158.221.69,16509,AMAZON-02,N/A,443,9371,7926
-1,N/A,N/A,55607,1709720682414,2024-03-06 10:24:39.248+00,TCP,192.168.100.100,34.149.43.113,396982,GOOGLE-CLOUD-PLATFORM,Kansas City,443,6264,2947
-1,N/A,N/A,55254,1709720677906,2024-03-06 10:24:07.533+00,TCP,192.168.100.100,96.17.182.216,9498,BHARTI Airtel Ltd.,New Delhi,443,324,300
-1,N/A,N/A,52511,1709720689672,2024-03-06 10:21:08.01+00,TCP,192.168.100.100,136.143.191.144,2639,ZOHO-AS,N/A,443,6278,4227
-1,N/A,N/A,56354,1709720687277,2024-03-06 10:24:47.268+00,UDP,192.168.100.100,8.8.8.8,15169,GOOGLE,N/A,53,107,91
-1,N/A,N/A,52690,1709720677256,2024-03-06 10:24:28.006+00,TCP,192.168.100.100,172.217.160.226,15169,GOOGLE,N/A,443,5971,1125
-1,N/A,N/A,55817,1709720695341,2024-03-06 10:23:43.739+00,UDP,192.168.100.100,142.250.206.162,15169,GOOGLE,N/A,443,175175,23202
-1,N/A,N/A,55624,1709720683327,2024-03-06 10:24:42.409+00,TCP,192.168.100.100,54.70.201.112,16509,AMAZON-02,Boardman,443,4018,1137
-1,N/A,N/A,55625,1709720685050,2024-03-06 10:24:42.409+00,TCP,192.168.100.100,54.70.201.112,16509,AMAZON-02,Boardman,443,19392,16413
-1,N/A,N/A,53932,1709720698145,2024-03-06 10:15:02.864+00,TCP,192.168.100.100,13.107.42.14,8068,MICROSOFT-CORP-MSN-AS-BLOCK,N/A,443,127135,411652
-1,N/A,N/A,55626,1709720683330,2024-03-06 10:24:42.409+00,TCP,192.168.100.100,54.70.201.112,16509,AMAZON-02,Boardman,443,4018,1137
-1,N/A,N/A,60942,1709720667947,2024-03-06 10:24:26.934+00,UDP,192.168.100.100,142.250.206.162,15169,GOOGLE,N/A,443,125207,15047
-1,N/A,N/A,61922,1709720681320,2024-03-06 10:24:41.068+00,UDP,192.168.100.100,142.250.194.206,15169,GOOGLE,N/A,443,24075,5829
-1,N/A,N/A,55627,1709720683327,2024-03-06 10:24:42.409+00,TCP,192.168.100.100,54.70.201.112,16509,AMAZON-02,Boardman,443,3895,1197
-1,N/A,N/A,55628,1709720683330,2024-03-06 10:24:42.409+00,TCP,192.168.100.100,54.70.201.112,16509,AMAZON-02,Boardman,443,4018,1073
-1,N/A,N/A,58383,1709720666092,2024-03-06 10:24:23.997+00,UDP,192.168.100.100,142.250.192.163,15169,GOOGLE,N/A,443,4847,3576
-1,N/A,N/A,55629,1709720683714,2024-03-06 10:24:42.671+00,TCP,192.168.100.100,54.70.201.112,16509,AMAZON-02,Boardman,443,3958,997
-1,N/A,N/A,64048,1709720678552,2024-03-06 10:24:38.358+00,UDP,192.168.100.100,142.250.194.131,15169,GOOGLE,N/A,443,4794,2819
-1,N/A,N/A,59952,1709720681454,2024-03-06 10:24:41.335+00,UDP,192.168.100.100,142.250.194.131,15169,GOOGLE,N/A,443,6511,3099
-1,N/A,N/A,57493,1709720687187,2024-03-06 10:15:05.311+00,UDP,192.168.1.15,52.139.251.88,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Singapore,3544,3473,2678
-1,N/A,N/A,59524,1709720699889,2024-03-06 10:24:59.819+00,TCP,192.168.100.100,157.240.198.63,32934,FACEBOOK,Noida,443,140,272
-1,N/A,N/A,51770,1709720682017,2024-03-06 10:24:39.869+00,TCP,192.168.100.100,142.250.206.138,15169,GOOGLE,N/A,443,8219,5608
-1,N/A,N/A,52608,1709720677330,2024-03-06 10:24:26.262+00,TCP,192.168.100.100,104.22.5.69,13335,CLOUDFLARENET,N/A,443,3248,7721
-1,N/A,N/A,55637,1709720688969,2024-03-06 10:24:43.536+00,TCP,192.168.100.100,34.149.43.113,396982,GOOGLE-CLOUD-PLATFORM,Kansas City,443,6345,3084
-1,N/A,N/A,55473,1709720694333,2024-03-06 10:24:19.479+00,TCP,192.168.100.100,185.84.60.23,198622,Adform A/S,N/A,443,5017,2636
-1,N/A,N/A,52676,1709720677515,2024-03-06 10:24:27.807+00,TCP,192.168.100.100,130.211.115.4,396982,GOOGLE-CLOUD-PLATFORM,Council Bluffs,443,4321,8881
-1,N/A,N/A,61919,1709720682756,2024-03-06 10:23:35.756+00,TCP,192.168.100.100,162.159.134.234,13335,CLOUDFLARENET,N/A,443,1101,616
-1,N/A,N/A,63647,1709720691937,2024-03-06 10:24:51.784+00,UDP,192.168.100.100,142.250.194.33,15169,GOOGLE,N/A,443,6546,4494
-1,N/A,N/A,55643,1709720693800,2024-03-06 10:24:48.962+00,TCP,192.168.100.100,34.149.43.113,396982,GOOGLE-CLOUD-PLATFORM,Kansas City,443,6269,2036
-1,N/A,N/A,55644,1709720693800,2024-03-06 10:24:48.962+00,TCP,192.168.100.100,34.149.43.113,396982,GOOGLE-CLOUD-PLATFORM,Kansas City,443,6329,3291
-1,N/A,N/A,55371,1709720701739,2024-03-06 10:24:29.125+00,TCP,192.168.100.100,54.189.176.132,16509,AMAZON-02,Boardman,443,324,420
-1,N/A,N/A,56992,1709720699900,2024-03-06 10:23:15.047+00,TCP,192.168.100.100,203.17.244.49,137409,GSL Networks Pty LTD,Amsterdam,443,5102,3477
-1,N/A,N/A,54668,1709720701914,2024-03-06 10:24:55.784+00,TCP,192.168.100.100,108.158.221.69,16509,AMAZON-02,N/A,443,60235,27310
-1,N/A,N/A,55374,1709720689246,2024-03-06 10:24:29.341+00,TCP,192.168.100.100,54.189.176.132,16509,AMAZON-02,Boardman,443,264,240
-1,N/A,N/A,55349,1709720667778,2024-03-06 10:24:27.698+00,TCP,192.168.100.100,142.251.12.157,15169,GOOGLE,Queens,443,66,60
-1,N/A,N/A,62208,1709720696366,2024-03-06 10:23:04.232+00,UDP,192.168.100.100,142.250.193.202,15169,GOOGLE,N/A,443,17020,16345
-1,N/A,N/A,52691,1709720677783,2024-03-06 10:24:28.057+00,TCP,192.168.100.100,130.211.115.4,396982,GOOGLE-CLOUD-PLATFORM,Council Bluffs,443,3798,1453
-1,N/A,N/A,54674,1709720699957,2024-03-06 10:24:58.954+00,TCP,192.168.100.100,108.158.221.69,16509,AMAZON-02,N/A,443,2068,20244
-1,N/A,N/A,50763,1709720684712,2024-03-06 10:24:44.704+00,UDP,192.168.100.100,8.8.8.8,15169,GOOGLE,N/A,53,90,74
-1,N/A,N/A,55570,1709720693780,2024-03-06 10:24:18.116+00,TCP,192.168.100.100,44.226.115.202,16509,AMAZON-02,Boardman,443,51696,10431
-1,N/A,N/A,56399,1709720686158,2024-03-06 10:24:46.15+00,UDP,192.168.100.100,8.8.8.8,15169,GOOGLE,N/A,53,107,91
-1,N/A,N/A,57795,1709720691787,2024-03-06 10:15:07.081+00,TCP,192.168.100.100,52.231.20.35,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Seoul,8883,2600,2120
-1,N/A,N/A,55362,1709720670234,2024-03-06 10:24:30.084+00,TCP,192.168.100.100,20.194.184.156,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Tokyo,443,66,60
-1,N/A,N/A,52635,1709720667316,2024-03-06 10:24:26.36+00,TCP,192.168.100.100,13.250.173.68,16509,AMAZON-02,Singapore,443,8892,26633
-1,N/A,N/A,60331,1709720687136,2024-03-06 10:15:05.041+00,UDP,192.168.100.100,142.250.193.42,15169,GOOGLE,N/A,443,25189,26541
-1,N/A,N/A,49673,1709720700454,2024-03-06 10:15:09.8+00,TCP,192.168.100.100,51.89.42.215,16276,OVH SAS,London,443,6534,6180
-1,N/A,N/A,58775,1709720696142,2024-03-06 10:24:52.846+00,UDP,192.168.100.100,157.240.239.63,32934,FACEBOOK,Noida,443,9555,4069
-1,N/A,N/A,55261,1709720699824,2024-03-06 10:24:59.539+00,TCP,192.168.100.100,52.239.175.4,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Boydton,443,60,120
-1,N/A,N/A,54279,1709720683066,2024-03-06 10:24:43.066+00,TCP,192.168.100.100,192.168.0.72,-1,N/A,N/A,80,0,60
-1,N/A,N/A,56894,1709720698745,2024-03-06 10:15:01.703+00,UDP,192.168.1.122,192.168.1.63,-1,N/A,N/A,514,0,1233490
-1,N/A,N/A,55560,1709720687243,2024-03-06 10:24:16.275+00,TCP,192.168.100.100,18.143.213.221,16509,AMAZON-02,Singapore,443,93639,10946
-1,N/A,N/A,54280,1709720685066,2024-03-06 10:24:45.066+00,TCP,192.168.100.100,192.168.0.72,-1,N/A,N/A,80,0,60
-1,N/A,N/A,55350,1709720683715,2024-03-06 10:24:28.412+00,TCP,192.168.100.100,44.240.84.175,16509,AMAZON-02,Boardman,443,211,180
-1,N/A,N/A,55386,1709720686829,2024-03-06 10:24:46.812+00,UDP,192.168.100.100,8.8.8.8,15169,GOOGLE,N/A,53,138,74
-1,N/A,N/A,55347,1709720673740,2024-03-06 10:24:33.732+00,TCP,192.168.100.100,216.239.32.181,15169,GOOGLE,N/A,443,66,60
-1,N/A,N/A,64955,1709720680906,2024-03-06 10:24:40.615+00,UDP,192.168.100.100,216.58.221.35,15169,GOOGLE,N/A,443,6217,3987
-1,N/A,N/A,57493,1709720676148,2024-03-06 10:24:33.121+00,UDP,192.168.1.3,239.255.255.250,-1,N/A,N/A,1900,0,864
-1,N/A,N/A,49269,1709720675081,2024-03-06 10:24:35.002+00,TCP,192.168.100.100,20.212.88.117,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Singapore,443,66,60
-1,N/A,N/A,62755,1709720675435,2024-03-06 10:24:25.071+00,TCP,192.168.1.5,192.168.1.140,-1,N/A,N/A,1880,9342,422711
-1,N/A,N/A,61204,1709720667788,2024-03-06 10:24:27.607+00,UDP,192.168.100.100,142.250.193.206,15169,GOOGLE,N/A,443,6250,3843
-1,N/A,N/A,61954,1709720678979,2024-03-06 10:24:38.979+00,UDP,192.168.1.191,192.168.1.63,-1,N/A,N/A,514,0,133
-1,N/A,N/A,55397,1709720668992,2024-03-06 10:24:28.958+00,TCP,192.168.100.100,142.250.194.138,15169,GOOGLE,N/A,443,66,60
-1,N/A,N/A,55405,1709720668961,2024-03-06 10:24:28.927+00,TCP,192.168.100.100,142.250.194.131,15169,GOOGLE,N/A,443,66,60
-1,N/A,N/A,56816,1709720696672,2024-03-06 10:24:51.367+00,TCP,192.168.100.100,172.217.161.2,15169,GOOGLE,N/A,443,6396,4465
-1,N/A,N/A,49500,1709720699038,2024-03-06 10:24:59.038+00,TCP,192.168.100.100,192.168.1.29,-1,N/A,N/A,33333,0,86
-1,N/A,N/A,56818,1709720695783,2024-03-06 10:24:51.367+00,TCP,192.168.100.100,172.217.161.2,15169,GOOGLE,N/A,443,8798,12587
-1,N/A,N/A,54090,1709720682378,2024-03-06 10:22:44.911+00,UDP,192.168.100.100,116.119.77.160,9498,BHARTI Airtel Ltd.,N/A,443,1496394,11307
-1,N/A,N/A,54943,1709720682430,2024-03-06 10:24:39.408+00,UDP,192.168.1.5,239.255.255.250,-1,N/A,N/A,1900,0,868
-1,N/A,N/A,56820,1709720695783,2024-03-06 10:24:51.383+00,TCP,192.168.100.100,172.217.161.2,15169,GOOGLE,N/A,443,6781,12783
-1,N/A,N/A,53864,1709720701524,2024-03-06 10:25:01.335+00,UDP,192.168.100.100,142.250.194.131,15169,GOOGLE,N/A,443,4779,2779
-1,N/A,N/A,62770,1709720695829,2024-03-06 10:24:55.604+00,TCP,192.168.100.100,23.223.243.48,9498,BHARTI Airtel Ltd.,New Delhi,80,545,490
-1,N/A,N/A,54944,1709720682419,2024-03-06 10:24:39.408+00,UDP,192.168.1.5,239.255.255.250,-1,N/A,N/A,1900,0,864
-1,N/A,N/A,61694,1709720691839,2024-03-06 10:24:51.548+00,UDP,192.168.100.100,142.250.193.238,15169,GOOGLE,N/A,443,4347,2872
-1,N/A,N/A,62747,1709720679713,2024-03-06 10:24:39.694+00,TCP,192.168.100.100,35.190.7.221,15169,GOOGLE,Kansas City,443,60,120
-1,N/A,N/A,55687,1709720701747,2024-03-06 10:24:57.734+00,TCP,192.168.100.100,34.149.43.113,396982,GOOGLE-CLOUD-PLATFORM,Kansas City,443,1556,2182
-1,N/A,N/A,56580,1709720667726,2024-03-06 10:24:27.603+00,UDP,192.168.100.100,142.250.207.234,15169,GOOGLE,N/A,443,5458,3738
-1,N/A,N/A,62767,1709720685407,2024-03-06 10:24:45.167+00,TCP,192.168.1.5,192.168.1.140,-1,N/A,N/A,1880,2082,987
-1,N/A,N/A,55688,1709720701972,2024-03-06 10:25:01.74+00,TCP,192.168.100.100,34.149.43.113,396982,GOOGLE-CLOUD-PLATFORM,Kansas City,443,503,2098
-1,N/A,N/A,59202,1709720668834,2024-03-06 10:24:13.593+00,TCP,192.168.100.100,157.180.199.184,60664,x-ion GmbH,N/A,443,8988,5202
-1,N/A,N/A,55589,1709720686676,2024-03-06 10:24:45.441+00,UDP,192.168.100.100,142.250.207.202,15169,GOOGLE,N/A,443,10013,8167
-1,N/A,N/A,62768,1709720697160,2024-03-06 10:24:45.196+00,TCP,192.168.1.5,192.168.1.140,-1,N/A,N/A,1880,13231,424281
-1,N/A,N/A,61969,1709720682756,2024-03-06 10:22:22.777+00,TCP,192.168.100.100,162.159.134.234,13335,CLOUDFLARENET,N/A,443,6971,3772
-1,N/A,N/A,62769,1709720688765,2024-03-06 10:24:48.747+00,TCP,192.168.1.5,192.168.1.140,-1,N/A,N/A,1880,556,1198
-1,N/A,N/A,56893,1709720669199,2024-03-06 10:24:28.629+00,TCP,192.168.100.100,20.198.118.190,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Pune,443,456,223
-1,N/A,N/A,62062,1709720695939,2024-03-06 10:24:54.849+00,TCP,192.168.100.100,142.250.194.142,15169,GOOGLE,N/A,443,7989,1055
-1,N/A,N/A,62771,1709720697192,2024-03-06 10:24:57.16+00,TCP,192.168.1.5,192.168.1.140,-1,N/A,N/A,1880,556,1166
-1,N/A,N/A,54848,1709720699533,2024-03-06 10:24:55.887+00,TCP,192.168.100.100,52.119.198.189,16509,AMAZON-02,Ashburn,443,11099,4067
-1,N/A,N/A,62772,1709720697269,2024-03-06 10:24:57.182+00,TCP,192.168.1.5,192.168.1.140,-1,N/A,N/A,1880,3129,1984
-1,N/A,N/A,57844,1709720701910,2024-03-06 10:23:36.992+00,TCP,192.168.100.100,157.240.239.11,32934,FACEBOOK,Noida,443,24303,73780
-1,N/A,N/A,55348,1709720667864,2024-03-06 10:24:27.855+00,TCP,192.168.100.100,142.250.194.206,15169,GOOGLE,N/A,443,66,60
-1,N/A,N/A,55296,1709720677938,2024-03-06 10:24:37.931+00,TCP,192.168.100.100,108.158.245.3,16509,AMAZON-02,N/A,443,66,60
-1,N/A,N/A,63044,1709720691824,2024-03-06 10:23:48.609+00,UDP,192.168.100.100,216.239.32.181,15169,GOOGLE,N/A,443,9364,8888
-1,N/A,N/A,53613,1709720685401,2024-03-06 10:24:45.401+00,TCP,192.168.100.100,192.168.1.29,-1,N/A,N/A,33333,0,86
-1,N/A,N/A,55645,1709720691128,2024-03-06 10:24:49.649+00,TCP,192.168.100.100,52.168.117.168,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Washington,443,7601,2970
-1,N/A,N/A,56440,1709720691279,2024-03-06 10:24:51.271+00,UDP,192.168.100.100,8.8.8.8,15169,GOOGLE,N/A,53,347,91
-1,N/A,N/A,58269,1709720682841,2024-03-06 10:24:42.841+00,TCP,192.168.100.100,142.250.4.188,15169,GOOGLE,N/A,5228,0,60
-1,N/A,N/A,50236,1709720690479,2024-03-06 10:24:36.464+00,UDP,192.168.100.100,142.250.192.196,15169,GOOGLE,N/A,443,74434,15880
-1,N/A,N/A,55469,1709720669617,2024-03-06 10:24:29.575+00,TCP,192.168.100.100,142.250.206.98,15169,GOOGLE,N/A,443,66,60
-1,N/A,N/A,62054,1709720690916,2024-03-06 10:24:50.326+00,TCP,192.168.100.100,142.250.192.170,15169,GOOGLE,N/A,443,11719,1127
-1,N/A,N/A,55939,1709720670015,2024-03-06 10:24:27.405+00,UDP,192.168.100.100,142.251.128.131,15169,GOOGLE,Farmingdale,443,8897,8837
-1,N/A,N/A,62045,1709720695070,2024-03-06 10:24:54.834+00,UDP,192.168.100.100,142.250.194.170,15169,GOOGLE,N/A,443,11775,8378
-1,N/A,N/A,55490,1709720669654,2024-03-06 10:24:29.544+00,TCP,192.168.100.100,67.199.150.82,62713,AS-PUBMATIC,Singapore,443,60,60
-1,N/A,N/A,58280,1709720683724,2024-03-06 10:23:13.241+00,TCP,192.168.100.100,142.250.4.188,15169,GOOGLE,N/A,5228,8323,1614
-1,N/A,N/A,55315,1709720666821,2024-03-06 10:24:26.814+00,TCP,192.168.100.100,142.250.195.3,15169,GOOGLE,N/A,443,66,60
-1,N/A,N/A,51864,1709720675753,2024-03-06 10:24:35.354+00,UDP,192.168.100.100,216.239.32.116,15169,GOOGLE,N/A,443,6720,4656
-1,N/A,N/A,56971,1709720683971,2024-03-06 10:24:43.963+00,UDP,192.168.100.100,8.8.8.8,15169,GOOGLE,N/A,53,129,76
-1,N/A,N/A,56988,1709720666995,2024-03-06 10:24:26.343+00,UDP,192.168.100.100,34.107.140.113,396982,GOOGLE-CLOUD-PLATFORM,Kansas City,443,7811,16216
-1,N/A,N/A,60992,1709720669104,2024-03-06 10:24:28.742+00,UDP,192.168.100.100,142.250.192.206,15169,GOOGLE,N/A,443,6050,2850
-1,N/A,N/A,62063,1709720695939,2024-03-06 10:24:54.863+00,TCP,192.168.100.100,142.250.194.170,15169,GOOGLE,N/A,443,11705,1246
-1,N/A,N/A,55312,1709720666706,2024-03-06 10:24:26.681+00,TCP,192.168.100.100,172.217.161.10,15169,GOOGLE,N/A,443,66,60
