src_asn,src_org,src_geo,src_port,last_seen,first_seen,l4_proto,src_ip,dst_ip,dst_asn,dst_org,dst_geo,dst_port,d2s_bytes,s2d_bytes
-1,N/A,N/A,63073,1709720678838,2024-03-06 10:24:38.729+00,TCP,192.168.100.100,20.198.119.84,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Pune,443,225,215
-1,N/A,N/A,55588,1709720694084,2024-03-06 10:24:53.8+00,TCP,192.168.100.100,23.211.206.146,9498,BHARTI Airtel Ltd.,Mumbai,443,44922,1975
-1,N/A,N/A,52708,1709720677332,2024-03-06 10:24:30.017+00,TCP,192.168.100.100,169.150.207.211,60068,Datacamp Limited,Singapore,443,1733416,26583
-1,N/A,N/A,55619,1709720688842,2024-03-06 10:24:41.595+00,TCP,192.168.100.100,162.19.138.116,16276,OVH SAS,Frankfurt am Main,443,8936,2673
-1,N/A,N/A,55590,1709720680281,2024-03-06 10:24:20.291+00,TCP,192.168.100.100,23.211.206.146,9498,BHARTI Airtel Ltd.,Mumbai,443,1005,1386
-1,N/A,N/A,55623,1709720697331,2024-03-06 10:24:41.859+00,TCP,192.168.100.100,162.19.138.116,16276,OVH SAS,Frankfurt am Main,443,330,66
-1,N/A,N/A,52515,1709720695106,2024-03-06 10:24:54.82+00,UDP,192.168.100.100,142.250.194.142,15169,GOOGLE,N/A,443,9370,13053
-1,N/A,N/A,50481,1709720682964,2024-03-06 10:24:42.956+00,UDP,192.168.100.100,8.8.8.8,15169,GOOGLE,N/A,53,127,82
-1,N/A,N/A,55248,1709720684561,2024-03-06 10:24:07.236+00,TCP,192.168.100.100,204.79.197.239,8068,MICROSOFT-CORP-MSN-AS-BLOCK,N/A,443,126,60
-1,N/A,N/A,51935,1709720689964,2024-03-06 10:23:47.295+00,UDP,192.168.1.180,192.168.1.63,-1,N/A,N/A,514,0,19402
-1,N/A,N/A,57018,1709720694149,2024-03-06 10:24:54.055+00,TCP,192.168.100.100,23.76.157.8,9498,BHARTI Airtel Ltd.,New Delhi,443,7716,1025
-1,N/A,N/A,61195,1709720696697,2024-03-06 10:15:03.427+00,UDP,192.168.100.100,216.58.200.174,15169,GOOGLE,N/A,443,49864,41754
-1,N/A,N/A,55109,1709720695492,2024-03-06 10:15:04.858+00,TCP,192.168.100.100,52.0.218.127,14618,AMAZON-AES,Ashburn,443,6856,16150
-1,N/A,N/A,57017,1709720683636,2024-03-06 10:24:42.527+00,TCP,192.168.100.100,20.189.173.15,8075,MICROSOFT-CORP-MSN-AS-BLOCK,San Jose,443,7660,2840
-1,N/A,N/A,58362,1709720683223,2024-03-06 10:24:42.725+00,TCP,192.168.100.100,142.250.77.206,15169,GOOGLE,Plainview,443,8557,1483
-1,N/A,N/A,54132,1709720696613,2024-03-06 10:24:56.279+00,TCP,192.168.100.100,34.160.66.85,396982,GOOGLE-CLOUD-PLATFORM,Kansas City,443,1249,1756
-1,N/A,N/A,55491,1709720689228,2024-03-06 10:24:30.053+00,TCP,192.168.100.100,20.127.253.7,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Washington,443,126,180
-1,N/A,N/A,54940,1709720675592,2024-03-06 10:24:35.383+00,UDP,192.168.100.100,172.217.167.35,15169,GOOGLE,N/A,443,12129,4851
-1,N/A,N/A,58364,1709720683876,2024-03-06 10:24:43.397+00,TCP,192.168.100.100,142.250.77.206,15169,GOOGLE,Plainview,443,15565,2165
-1,N/A,N/A,60222,1709720687600,2024-03-06 10:24:47.593+00,UDP,192.168.100.100,8.8.8.8,15169,GOOGLE,N/A,53,85,85
-1,N/A,N/A,61032,1709720694011,2024-03-06 10:24:51.548+00,TCP,192.168.100.100,104.26.15.99,13335,CLOUDFLARENET,N/A,443,113034,3954
-1,N/A,N/A,54392,1709720696767,2024-03-06 10:24:56.657+00,TCP,192.168.100.100,20.198.119.84,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Pune,443,229,158
-1,N/A,N/A,61284,1709720694528,2024-03-06 10:24:16.496+00,UDP,192.168.100.100,142.250.206.98,15169,GOOGLE,N/A,443,10725,8656
-1,N/A,N/A,61030,1709720695238,2024-03-06 10:22:39.481+00,TCP,192.168.100.100,142.250.4.188,15169,GOOGLE,N/A,5228,8449,1738
-1,N/A,N/A,55099,1709720672602,2024-03-06 10:24:32.39+00,UDP,192.168.100.100,142.250.206.142,15169,GOOGLE,N/A,443,5656,4141
-1,N/A,N/A,59418,1709720685353,2024-03-06 10:24:43.971+00,TCP,192.168.100.100,18.61.63.188,16509,AMAZON-02,Hyderabad,443,4582,2907
-1,N/A,N/A,52692,1709720677257,2024-03-06 10:24:28.275+00,TCP,192.168.100.100,172.217.166.2,15169,GOOGLE,N/A,443,6212,1157
-1,N/A,N/A,53002,1709720685187,2024-03-06 10:24:44.345+00,TCP,192.168.100.100,157.240.198.33,32934,FACEBOOK,Noida,5222,1041,2690
-1,N/A,N/A,52693,1709720677256,2024-03-06 10:24:28.276+00,TCP,192.168.100.100,172.217.166.2,15169,GOOGLE,N/A,443,6212,1157
-1,N/A,N/A,58749,1709720693046,2024-03-06 10:24:52.932+00,UDP,192.168.100.100,142.250.206.99,15169,GOOGLE,N/A,443,5158,2971
-1,N/A,N/A,62761,1709720680874,2024-03-06 10:24:39.695+00,TCP,192.168.100.100,34.205.98.201,14618,AMAZON-AES,Ashburn,443,6751,3605
-1,N/A,N/A,62762,1709720680872,2024-03-06 10:24:39.962+00,TCP,192.168.100.100,34.205.98.201,14618,AMAZON-AES,Ashburn,443,6196,1261
-1,N/A,N/A,62035,1709720675120,2024-03-06 10:24:29.8+00,TCP,192.168.100.100,52.168.117.170,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Washington,443,7757,4054
-1,N/A,N/A,53169,1709720688446,2024-03-06 10:24:48.446+00,UDP,fe80::10ef:dcff:fedc:70f5,2404:a800:6:15a:face:b00c::a7,9498,BHARTI Airtel Ltd.,N/A,443,0,2608
-1,N/A,N/A,62048,1709720690167,2024-03-06 10:24:47.592+00,TCP,192.168.100.100,52.168.117.170,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Washington,443,8000,5982
-1,N/A,N/A,62049,1709720690159,2024-03-06 10:24:47.852+00,TCP,192.168.100.100,52.168.117.170,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Washington,443,7212,1784
-1,N/A,N/A,52679,1709720677256,2024-03-06 10:24:27.824+00,TCP,192.168.100.100,18.164.246.69,16509,AMAZON-02,N/A,443,16568,2076
-1,N/A,N/A,62070,1709720700197,2024-03-06 10:24:56.762+00,TCP,192.168.100.100,52.168.117.170,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Washington,443,8054,5332
-1,N/A,N/A,62071,1709720700381,2024-03-06 10:24:57.026+00,TCP,192.168.100.100,52.168.117.170,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Washington,443,7212,1844
-1,N/A,N/A,58302,1709720663765,2024-03-06 10:24:23.044+00,TCP,192.168.100.100,3.127.180.101,16509,AMAZON-02,Frankfurt am Main,443,6851,2064
-1,N/A,N/A,59822,1709720680439,2024-03-06 10:24:40.168+00,UDP,192.168.100.100,142.250.206.106,15169,GOOGLE,N/A,443,9235,4766
-1,N/A,N/A,62712,1709720692152,2024-03-06 10:24:51.878+00,TCP,192.168.100.100,13.83.65.43,8075,MICROSOFT-CORP-MSN-AS-BLOCK,San Jose,443,66,60
-1,N/A,N/A,58305,1709720663699,2024-03-06 10:24:23.221+00,TCP,192.168.100.100,3.127.180.101,16509,AMAZON-02,Frankfurt am Main,443,6162,1219
-1,N/A,N/A,58283,1709720663558,2024-03-06 10:24:19.876+00,TCP,192.168.100.100,192.28.144.124,15224,OMNITURE,N/A,443,5843,4148
-1,N/A,N/A,56004,1709720666117,2024-03-06 10:24:26.029+00,UDP,192.168.100.100,108.158.221.91,16509,AMAZON-02,N/A,443,8412,3413
-1,N/A,N/A,58312,1709720680391,2024-03-06 10:24:40.212+00,TCP,192.168.100.100,142.250.206.106,15169,GOOGLE,N/A,443,6292,1006
-1,N/A,N/A,59514,1709720668614,2024-03-06 10:24:28.353+00,UDP,192.168.100.100,142.250.193.230,15169,GOOGLE,N/A,443,7856,6902
-1,N/A,N/A,57406,1709720696102,2024-03-06 10:24:51.773+00,TCP,192.168.100.100,54.192.142.96,16509,AMAZON-02,N/A,443,2710,2812
-1,N/A,N/A,55329,1709720667415,2024-03-06 10:24:27.408+00,TCP,192.168.100.100,142.250.206.136,15169,GOOGLE,N/A,443,66,60
-1,N/A,N/A,54998,1709720685351,2024-03-06 10:24:43.275+00,TCP,192.168.100.100,142.250.207.227,15169,GOOGLE,N/A,443,6753,3260
-1,N/A,N/A,52636,1709720667311,2024-03-06 10:24:26.363+00,TCP,192.168.100.100,18.142.5.31,16509,AMAZON-02,Singapore,443,7729,7154
-1,N/A,N/A,62671,1709720700107,2024-03-06 10:15:03.427+00,UDP,192.168.100.100,142.250.77.234,15169,GOOGLE,Plainview,443,34917,35834
-1,N/A,N/A,52605,1709720667387,2024-03-06 10:24:26.092+00,TCP,192.168.100.100,207.65.33.78,62713,AS-PUBMATIC,N/A,443,10670,29061
-1,N/A,N/A,52070,1709720683325,2024-03-06 10:24:43.325+00,TCP,192.168.100.100,129.227.29.117,63593,"Guangdong HeyTap Technology Co., Ltd.",Mumbai,443,0,138
-1,N/A,N/A,58044,1709720669759,2024-03-06 10:24:27.081+00,UDP,192.168.100.100,34.160.152.31,396982,GOOGLE-CLOUD-PLATFORM,Kansas City,443,7359,28369
-1,N/A,N/A,55593,1709720694227,2024-03-06 10:24:20.595+00,TCP,192.168.100.100,204.79.197.204,8068,MICROSOFT-CORP-MSN-AS-BLOCK,N/A,443,8517,3292
-1,N/A,N/A,55634,1709720684311,2024-03-06 10:24:43.382+00,TCP,192.168.100.100,54.201.15.178,16509,AMAZON-02,Boardman,443,3610,898
-1,N/A,N/A,55635,1709720685346,2024-03-06 10:24:43.382+00,TCP,192.168.100.100,54.201.15.178,16509,AMAZON-02,Boardman,443,7106,16273
-1,N/A,N/A,55636,1709720684313,2024-03-06 10:24:43.383+00,TCP,192.168.100.100,54.201.15.178,16509,AMAZON-02,Boardman,443,3895,1166
-1,N/A,N/A,55638,1709720684313,2024-03-06 10:24:43.714+00,TCP,192.168.100.100,54.201.15.178,16509,AMAZON-02,Boardman,443,3610,898
-1,N/A,N/A,50021,1709720666981,2024-03-06 10:24:26.371+00,UDP,192.168.100.100,34.120.63.153,396982,GOOGLE-CLOUD-PLATFORM,Kansas City,443,7118,14278
-1,N/A,N/A,55639,1709720684313,2024-03-06 10:24:43.714+00,TCP,192.168.100.100,54.201.15.178,16509,AMAZON-02,Boardman,443,3610,834
-1,N/A,N/A,55640,1709720684603,2024-03-06 10:24:43.714+00,TCP,192.168.100.100,54.201.15.178,16509,AMAZON-02,Boardman,443,3958,1078
-1,N/A,N/A,55474,1709720694489,2024-03-06 10:24:30.249+00,TCP,192.168.100.100,185.184.8.90,204995,Rtb House S.A.,Amsterdam,443,1471,943
-1,N/A,N/A,52639,1709720667235,2024-03-06 10:24:26.402+00,TCP,192.168.100.100,34.120.63.153,396982,GOOGLE-CLOUD-PLATFORM,Kansas City,443,1152,1258
-1,N/A,N/A,52715,1709720687436,2024-03-06 10:24:41.022+00,TCP,192.168.100.100,207.65.33.78,62713,AS-PUBMATIC,N/A,443,5775,6211
-1,N/A,N/A,60251,1709720679198,2024-03-06 10:24:38.823+00,UDP,192.168.100.100,142.250.193.230,15169,GOOGLE,N/A,443,8779,7433
-1,N/A,N/A,54614,1709720675178,2024-03-06 10:24:34.853+00,TCP,192.168.100.100,52.200.212.22,14618,AMAZON-AES,Ashburn,443,149,186
-1,N/A,N/A,62030,1709720675746,2024-03-06 10:24:25.756+00,TCP,192.168.100.100,13.83.65.43,8075,MICROSOFT-CORP-MSN-AS-BLOCK,San Jose,443,7350,5586
-1,N/A,N/A,55656,1709720692853,2024-03-06 10:24:51.923+00,TCP,192.168.100.100,52.220.252.48,16509,AMAZON-02,Singapore,443,98835,11042
-1,N/A,N/A,55459,1709720693964,2024-03-06 10:23:43.985+00,TCP,192.168.100.100,18.66.63.8,16509,AMAZON-02,N/A,443,12598,5021
-1,N/A,N/A,59320,1709720668471,2024-03-06 10:24:26+00,UDP,192.168.100.100,142.250.194.194,15169,GOOGLE,N/A,443,6953,8788
-1,N/A,N/A,51760,1709720668874,2024-03-06 10:24:28.686+00,UDP,192.168.100.100,142.250.194.194,15169,GOOGLE,N/A,443,5848,4477
-1,N/A,N/A,51428,1709720673407,2024-03-06 10:24:33.391+00,TCP,192.168.100.100,157.240.198.40,32934,FACEBOOK,Noida,443,326,170
-1,N/A,N/A,52680,1709720677326,2024-03-06 10:24:27.826+00,TCP,192.168.100.100,15.197.196.10,16509,AMAZON-02,N/A,443,6309,3755
-1,N/A,N/A,58313,1709720685376,2024-03-06 10:24:43.813+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,80,240,264
-1,N/A,N/A,58315,1709720685139,2024-03-06 10:24:43.083+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,80,300,330
-1,N/A,N/A,58316,1709720688060,2024-03-06 10:24:45.947+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,80,300,330
-1,N/A,N/A,58317,1709720688131,2024-03-06 10:24:46+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,80,300,330
-1,N/A,N/A,58318,1709720688278,2024-03-06 10:24:46.197+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,80,300,330
-1,N/A,N/A,57856,1709720682443,2024-03-06 10:24:42.443+00,UDP,192.168.1.44,224.0.0.252,-1,N/A,N/A,5355,0,72
-1,N/A,N/A,59053,1709720682017,2024-03-06 10:24:38.998+00,UDP,192.168.1.44,239.255.255.250,-1,N/A,N/A,1900,0,864
-1,N/A,N/A,58319,1709720690538,2024-03-06 10:24:50.506+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,1716,927
-1,N/A,N/A,58320,1709720690538,2024-03-06 10:24:50.508+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,1716,901
-1,N/A,N/A,58321,1709720692076,2024-03-06 10:24:50.534+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,9317,9736
-1,N/A,N/A,58322,1709720690653,2024-03-06 10:24:50.588+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,496,1198
-1,N/A,N/A,58323,1709720692193,2024-03-06 10:24:50.652+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,10648,11265
-1,N/A,N/A,58324,1709720690934,2024-03-06 10:24:50.896+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,1656,901
-1,N/A,N/A,58325,1709720690938,2024-03-06 10:24:50.896+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,1716,901
-1,N/A,N/A,58326,1709720690934,2024-03-06 10:24:50.896+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,1656,959
-1,N/A,N/A,58327,1709720690938,2024-03-06 10:24:50.896+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,556,1198
-1,N/A,N/A,58328,1709720692076,2024-03-06 10:24:50.925+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,6238,5733
-1,N/A,N/A,58329,1709720692246,2024-03-06 10:24:50.927+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,6237,3858
-1,N/A,N/A,58330,1709720690953,2024-03-06 10:24:50.937+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,1716,927
-1,N/A,N/A,58331,1709720692100,2024-03-06 10:24:50.938+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,11887,7253
-1,N/A,N/A,58332,1709720692223,2024-03-06 10:24:52.193+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,443,496,1198
-1,N/A,N/A,55259,1709720683691,2024-03-06 10:24:43.691+00,TCP,192.168.100.100,20.135.6.9,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Phoenix,443,0,60
-1,N/A,N/A,53760,1709720682154,2024-03-06 10:24:42.126+00,TCP,192.168.100.100,163.70.146.23,32934,FACEBOOK,Delhi,443,330,291
-1,N/A,N/A,56618,1709720694954,2024-03-06 10:15:17.459+00,TCP,192.168.100.100,46.137.25.131,16509,AMAZON-02,Dublin,443,2574,2574
-1,N/A,N/A,51136,1709720696467,2024-03-06 10:15:02.93+00,UDP,192.168.100.100,172.217.160.234,15169,GOOGLE,N/A,443,36540,33349
-1,N/A,N/A,53888,1709720699254,2024-03-06 10:21:08.716+00,TCP,192.168.100.100,157.240.198.61,32934,FACEBOOK,Noida,443,10836,25370
-1,N/A,N/A,55439,1709720682318,2024-03-06 10:24:42.288+00,TCP,192.168.100.100,157.240.198.61,32934,FACEBOOK,Noida,443,100,370
-1,N/A,N/A,58277,1709720690610,2024-03-06 10:24:50.61+00,TCP,192.168.100.100,20.190.9.86,8075,MICROSOFT-CORP-MSN-AS-BLOCK,N/A,443,0,60
-1,N/A,N/A,49330,1709720670284,2024-03-06 10:23:39.338+00,TCP,192.168.100.100,3.225.144.83,14618,AMAZON-AES,Ashburn,443,0,1199
-1,N/A,N/A,49344,1709720670287,2024-03-06 10:23:39.27+00,TCP,192.168.100.100,3.225.144.83,14618,AMAZON-AES,Ashburn,443,0,1199
-1,N/A,N/A,52537,1709720699728,2024-03-06 10:15:02.077+00,TCP,192.168.100.100,203.17.244.51,137409,GSL Networks Pty LTD,Amsterdam,443,7020,7374
-1,N/A,N/A,55231,1709720682932,2024-03-06 10:15:02.655+00,TCP,192.168.100.100,20.65.133.225,8075,MICROSOFT-CORP-MSN-AS-BLOCK,San Antonio,443,2624,4272
-1,N/A,N/A,55247,1709720682369,2024-03-06 10:24:42.369+00,TCP,192.168.100.100,204.79.197.239,8068,MICROSOFT-CORP-MSN-AS-BLOCK,N/A,443,0,60
-1,N/A,N/A,56774,1709720686531,2024-03-06 10:24:46.233+00,TCP,192.168.100.100,162.125.40.1,19679,DROPBOX,N/A,443,2142,352
-1,N/A,N/A,49268,1709720691715,2024-03-06 10:15:21.382+00,TCP,192.168.100.100,172.253.118.188,15169,GOOGLE,N/A,5228,1200,2400
-1,N/A,N/A,54406,1709720693868,2024-03-06 10:15:03.368+00,TCP,192.168.100.100,64.233.170.188,15169,GOOGLE,N/A,5228,1480,1356
-1,N/A,N/A,59065,1709720683849,2024-03-06 10:15:29.407+00,TCP,192.168.100.100,142.251.12.188,15169,GOOGLE,Queens,5228,1640,1712
-1,N/A,N/A,62211,1709720701964,2024-03-06 10:15:02.444+00,TCP,192.168.1.5,192.168.1.140,-1,N/A,N/A,1880,13902,362316
-1,N/A,N/A,59114,1709720683705,2024-03-06 10:15:19.189+00,TCP,192.168.100.100,129.227.192.22,63593,"Guangdong HeyTap Technology Co., Ltd.",Mumbai,8080,1260,1260
-1,N/A,N/A,53118,1709720677870,2024-03-06 10:15:11.369+00,TCP,192.168.100.100,172.217.194.188,15169,GOOGLE,N/A,5228,1792,9158
-1,N/A,N/A,58314,1709720684878,2024-03-06 10:24:42.804+00,TCP,192.168.1.7,192.168.1.63,-1,N/A,N/A,80,264,300
-1,N/A,N/A,58033,1709720695928,2024-03-06 10:24:55.596+00,TCP,192.168.100.100,13.83.65.43,8075,MICROSOFT-CORP-MSN-AS-BLOCK,San Jose,443,4128,535
-1,N/A,N/A,62198,1709720695552,2024-03-06 10:24:55.159+00,TCP,192.168.100.100,13.83.65.43,8075,MICROSOFT-CORP-MSN-AS-BLOCK,San Jose,443,4128,534
-1,N/A,N/A,60633,1709720684805,2024-03-06 10:15:04.524+00,TCP,192.168.100.100,20.65.133.238,8075,MICROSOFT-CORP-MSN-AS-BLOCK,San Antonio,443,2756,4488
-1,N/A,N/A,61518,1709720687511,2024-03-06 10:15:02.486+00,UDP,192.168.100.100,142.250.207.206,15169,GOOGLE,N/A,443,56370,74340
-1,N/A,N/A,51404,1709720682915,2024-03-06 10:15:10.469+00,TCP,192.168.100.100,157.240.198.40,32934,FACEBOOK,Noida,443,2178,3525
